actor,timestamp,verb,xml,scenario,level,success,score
A5A6EC6D,2023-09-18T13:42:27.8540000Z,completed,,,,True,9249
A5A6EC6D,2023-09-18T13:42:29.7030000Z,exited,levels/explorateur/niveau06.xml,,,,
A5A6EC6D,2023-09-18T13:42:29.9380000Z,launched,levels/explorateur/niveau07.xml,1 - explorateur,[fr]niveau08[/fr][en]level08[/en],,
A5A6EC6D,2023-09-18T13:43:10.7340000Z,completed,,,,True,9153
A5A6EC6D,2023-09-18T13:43:11.6180000Z,exited,levels/explorateur/niveau07.xml,,,,
A5A6EC6D,2023-09-18T13:43:11.8890000Z,launched,levels/explorateur/niveau08.xml,1 - explorateur,[fr]niveau09[/fr][en]level09[/en],,
A5A6EC6D,2023-09-18T13:44:37.1950000Z,completed,,,,True,8882
A5A6EC6D,2023-09-18T13:44:41.8120000Z,exited,levels/explorateur/niveau08.xml,,,,
A5A6EC6D,2023-09-18T13:44:53.9220000Z,launched,levels/tutoriel/nommerscript.xml,2 - collaborateur,[fr]niveau01[/fr][en]level01[/en],,
A5A6EC6D,2023-09-18T13:45:36.8150000Z,completed,,,,True,6000
A5A6EC6D,2023-09-18T13:45:42.4770000Z,exited,levels/tutoriel/nommerscript.xml,,,,
A5A6EC6D,2023-09-18T13:45:42.7020000Z,launched,levels/collaborateur/niveau01.xml,2 - collaborateur,[fr]niveau02[/fr][en]level02[/en],,
A5A6EC6D,2023-09-18T13:46:05.1750000Z,completed,,,,True,15678
A5A6EC6D,2023-09-18T13:46:06.1430000Z,exited,levels/collaborateur/niveau01.xml,,,,
A5A6EC6D,2023-09-18T13:46:06.3810000Z,launched,levels/collaborateur/niveau02.xml,2 - collaborateur,[fr]niveau03[/fr][en]level03[/en],,
A5A6EC6D,2023-09-18T13:47:14.5750000Z,completed,,,,True,14483
A5A6EC6D,2023-09-18T13:47:16.5380000Z,exited,levels/collaborateur/niveau02.xml,,,,
A5A6EC6D,2023-09-18T13:47:16.7300000Z,launched,levels/collaborateur/niveau03.xml,2 - collaborateur,[fr]niveau04[/fr][en]level04[/en],,
A5A6EC6D,2023-09-18T13:48:35.9570000Z,completed,,,,True,13930
A5A6EC6D,2023-09-18T13:48:41.2990000Z,exited,levels/collaborateur/niveau03.xml,,,,
A5A6EC6D,2023-09-18T13:48:41.4600000Z,launched,levels/collaborateur/niveau04.xml,2 - collaborateur,[fr]niveau05[/fr][en]level05[/en],,
A5A6EC6D,2023-09-18T13:49:32.1320000Z,completed,,,,True,13930
A5A6EC6D,2023-09-18T13:49:56.2020000Z,exited,levels/collaborateur/niveau04.xml,,,,
A5A6EC6D,2023-09-18T13:49:56.3590000Z,launched,levels/collaborateur/niveau04.xml,2 - collaborateur,[fr]niveau05[/fr][en]level05[/en],,
A5A6EC6D,2023-09-18T13:51:14.0740000Z,exited,levels/collaborateur/niveau04.xml,,,,
A5A6EC6D,2023-09-18T13:51:14.2500000Z,launched,levels/collaborateur/niveau04.xml,2 - collaborateur,[fr]niveau05[/fr][en]level05[/en],,
A5A6EC6D,2023-09-18T13:51:53.6470000Z,completed,,,,True,13818
A5A6EC6D,2023-09-18T13:52:52.0280000Z,exited,levels/collaborateur/niveau04.xml,,,,
A5A6EC6D,2023-09-18T13:52:52.1840000Z,launched,levels/collaborateur/niveau04.xml,2 - collaborateur,[fr]niveau05[/fr][en]level05[/en],,
A5A6EC6D,2023-09-18T13:53:08.9010000Z,exited,levels/collaborateur/niveau04.xml,,,,
A5A6EC6D,2023-09-18T13:53:45.1870000Z,launched,levels/collaborateur/niveau04.xml,2 - collaborateur,[fr]niveau05[/fr][en]level05[/en],,
A5A6EC6D,2023-09-18T13:54:34.9700000Z,completed,,,,True,14026
A5A6EC6D,2023-09-18T13:55:09.0160000Z,exited,levels/collaborateur/niveau04.xml,,,,
A5A6EC6D,2023-09-18T13:55:09.1620000Z,launched,levels/infiltration/niveau07.xml,2 - collaborateur,[fr]niveau06[/fr][en]level06[/en],,
A5A6EC6D,2023-09-18T13:56:43.7910000Z,completed,,,,True,3976
A5A6EC6D,2023-09-18T13:56:44.9760000Z,exited,levels/infiltration/niveau07.xml,,,,
A5A6EC6D,2023-09-18T13:56:45.2560000Z,launched,levels/infiltration/niveau10.xml,2 - collaborateur,[fr]niveau07[/fr][en]level07[/en],,
A5A6EC6D,2023-09-18T13:57:32.7040000Z,completed,,,,True,3854
A5A6EC6D,2023-09-18T13:57:33.3900000Z,exited,levels/infiltration/niveau10.xml,,,,
A5A6EC6D,2023-09-18T13:57:33.5950000Z,launched,levels/collaborateur/niveau05.xml,2 - collaborateur,[fr]niveau08[/fr][en]level08[/en],,
A5A6EC6D,2023-09-18T13:57:59.0210000Z,completed,,,,False,
A5A6EC6D,2023-09-18T13:58:02.8050000Z,exited,levels/collaborateur/niveau05.xml,,,,
A5A6EC6D,2023-09-18T13:58:03.0330000Z,launched,levels/collaborateur/niveau05.xml,2 - collaborateur,[fr]niveau08[/fr][en]level08[/en],,
A5A6EC6D,2023-09-18T13:59:56.6990000Z,completed,,,,True,14143
A5A6EC6D,2023-09-18T13:59:59.5650000Z,exited,levels/collaborateur/niveau05.xml,,,,
A5A6EC6D,2023-09-18T13:59:59.7810000Z,launched,levels/collaborateur/niveau06.xml,2 - collaborateur,[fr]niveau09[/fr][en]level09[/en],,
A5A6EC6D,2023-09-18T14:02:14.0300000Z,completed,,,,True,13776
A5A6EC6D,2023-09-18T14:02:15.8580000Z,exited,levels/collaborateur/niveau06.xml,,,,
A5A6EC6D,2023-09-18T14:02:16.0620000Z,launched,levels/collaborateur/niveau07.xml,2 - collaborateur,[fr]niveau10[/fr][en]level10[/en],,
A5A6EC6D,2023-09-18T14:03:52.6070000Z,completed,,,,True,13784
A5A6EC6D,2023-09-18T14:03:53.4850000Z,exited,levels/collaborateur/niveau07.xml,,,,
A5A6EC6D,2023-09-18T14:03:53.6560000Z,launched,levels/tutoriel/createscript.xml,2 - collaborateur,[fr]niveau11[/fr][en]level11[/en],,
A5A6EC6D,2023-09-18T14:04:18.4990000Z,completed,,,,True,6750
A5A6EC6D,2023-09-18T14:04:19.4170000Z,exited,levels/tutoriel/createscript.xml,,,,
A5A6EC6D,2023-09-18T14:04:19.6240000Z,launched,levels/collaborateur/niveau08.xml,2 - collaborateur,[fr]niveau12[/fr][en]level12[/en],,
A5A6EC6D,2023-09-18T14:05:46.2920000Z,completed,,,,True,14143
A5A6EC6D,2023-09-18T14:05:50.4620000Z,exited,levels/collaborateur/niveau08.xml,,,,
A5A6EC6D,2023-09-18T14:11:20.9900000Z,launched,levels/repetiteur/niveau01.xml,3 - repetiteur,[fr]niveau01[/fr][en]level01[/en],,
A5A6EC6D,2023-09-18T14:11:39.2420000Z,completed,,,,True,9875
A5A6EC6D,2023-09-18T14:11:51.8590000Z,exited,levels/repetiteur/niveau01.xml,,,,
A5A6EC6D,2023-09-18T14:11:52.0090000Z,launched,levels/repetiteur/niveau02.xml,3 - repetiteur,[fr]niveau02[/fr][en]level02[/en],,
A5A6EC6D,2023-09-18T14:12:23.3670000Z,completed,,,,True,11888
A5A6EC6D,2023-09-18T14:12:24.6890000Z,exited,levels/repetiteur/niveau02.xml,,,,
A5A6EC6D,2023-09-18T14:12:24.8370000Z,launched,levels/repetiteur/niveau03.xml,3 - repetiteur,[fr]niveau03[/fr][en]level03[/en],,
A5A6EC6D,2023-09-18T14:13:33.8950000Z,completed,,,,True,10050
A5A6EC6D,2023-09-18T14:13:35.1190000Z,exited,levels/repetiteur/niveau03.xml,,,,
A5A6EC6D,2023-09-18T14:13:35.2800000Z,launched,levels/blocklymaze/niveau04.xml,3 - repetiteur,[fr]niveau04[/fr][en]level04[/en],,
A5A6EC6D,2023-09-18T14:14:37.2600000Z,completed,,,,True,4943
A5A6EC6D,2023-09-18T14:14:39.6150000Z,exited,levels/blocklymaze/niveau04.xml,,,,
A5A6EC6D,2023-09-18T14:14:39.8020000Z,launched,levels/repetiteur/niveau04.xml,3 - repetiteur,[fr]niveau05[/fr][en]level05[/en],,
A5A6EC6D,2023-09-18T14:15:56.3210000Z,completed,,,,True,9655
A5A6EC6D,2023-09-18T14:15:57.2770000Z,exited,levels/repetiteur/niveau04.xml,,,,
A5A6EC6D,2023-09-18T14:15:57.4620000Z,launched,levels/repetiteur/niveau05.xml,3 - repetiteur,[fr]niveau06[/fr][en]level06[/en],,
A5A6EC6D,2023-09-18T14:17:50.0790000Z,completed,,,,True,10250
A5A6EC6D,2023-09-18T14:17:53.3210000Z,exited,levels/repetiteur/niveau05.xml,,,,
A5A6EC6D,2023-09-18T14:17:53.4950000Z,launched,levels/repetiteur/niveau06.xml,3 - repetiteur,[fr]niveau07[/fr][en]level07[/en],,
A5A6EC6D,2023-09-18T14:19:27.6630000Z,completed,,,,True,5384
A5A6EC6D,2023-09-18T14:19:34.7090000Z,exited,levels/repetiteur/niveau06.xml,,,,
A5A6EC6D,2023-09-18T14:19:34.8760000Z,launched,levels/repetiteur/niveau06.xml,3 - repetiteur,[fr]niveau07[/fr][en]level07[/en],,
A5A6EC6D,2023-09-18T14:19:56.8130000Z,completed,,,,False,
A5A6EC6D,2023-09-18T14:19:58.5640000Z,exited,levels/repetiteur/niveau06.xml,,,,
A5A6EC6D,2023-09-18T14:19:58.7310000Z,launched,levels/repetiteur/niveau06.xml,3 - repetiteur,[fr]niveau07[/fr][en]level07[/en],,
A5A6EC6D,2023-09-18T14:20:18.1270000Z,completed,,,,True,5416
A5A6EC6D,2023-09-18T14:20:20.0960000Z,exited,levels/repetiteur/niveau06.xml,,,,
A5A6EC6D,2023-09-18T14:20:20.2640000Z,launched,levels/repetiteur/niveau07.xml,3 - repetiteur,[fr]niveau08[/fr][en]level08[/en],,
A5A6EC6D,2023-09-18T14:21:29.7920000Z,exited,levels/repetiteur/niveau07.xml,,,,
A5A6EC6D,2023-09-18T14:21:29.9810000Z,launched,levels/repetiteur/niveau07.xml,3 - repetiteur,[fr]niveau08[/fr][en]level08[/en],,
A5A6EC6D,2023-09-18T14:21:53.4580000Z,exited,levels/repetiteur/niveau07.xml,,,,
A5A6EC6D,2023-09-18T14:21:53.6330000Z,launched,levels/repetiteur/niveau07.xml,3 - repetiteur,[fr]niveau08[/fr][en]level08[/en],,
A5A6EC6D,2023-09-18T14:22:45.7080000Z,completed,,,,True,9357
A5A6EC6D,2023-09-18T14:22:48.2520000Z,exited,levels/repetiteur/niveau07.xml,,,,
A5A6EC6D,2023-09-18T14:22:48.4260000Z,launched,levels/repetiteur/niveau07.xml,3 - repetiteur,[fr]niveau08[/fr][en]level08[/en],,
A5A6EC6D,2023-09-18T14:24:03.2170000Z,completed,,,,True,9071
A5A6EC6D,2023-09-18T14:24:04.9390000Z,exited,levels/repetiteur/niveau07.xml,,,,
A5A6EC6D,2023-09-18T14:24:05.1340000Z,launched,levels/repetiteur/niveau07.xml,3 - repetiteur,[fr]niveau08[/fr][en]level08[/en],,
A5A6EC6D,2023-09-18T14:25:20.2760000Z,completed,,,,True,9423
A5A6EC6D,2023-09-18T14:26:04.3420000Z,exited,levels/repetiteur/niveau07.xml,,,,
A5A6EC6D,2023-09-18T14:26:04.5290000Z,launched,levels/tutoriel/ouvrirporte.xml,3 - repetiteur,[fr]niveau09[/fr][en]level09[/en],,
A5A6EC6D,2023-09-18T14:26:18.5250000Z,exited,levels/tutoriel/ouvrirporte.xml,,,,
A5A6EC6D,2023-09-18T14:26:24.1640000Z,launched,levels/tutoriel/ouvrirporte.xml,3 - repetiteur,[fr]niveau09[/fr][en]level09[/en],,
A5A6EC6D,2023-09-18T14:26:35.5730000Z,completed,,,,True,5499
A5A6EC6D,2023-09-18T14:26:36.7740000Z,exited,levels/tutoriel/ouvrirporte.xml,,,,
A5A6EC6D,2023-09-18T14:26:36.9830000Z,launched,levels/repetiteur/niveau08.xml,3 - repetiteur,[fr]niveau10[/fr][en]level10[/en],,
A5A6EC6D,2023-09-18T14:28:59.0000000Z,exited,levels/repetiteur/niveau08.xml,,,,
A5A6EC6D,2023-09-18T14:28:59.2750000Z,launched,levels/repetiteur/niveau08.xml,3 - repetiteur,[fr]niveau10[/fr][en]level10[/en],,
A5A6EC6D,2023-09-18T14:31:27.6220000Z,completed,,,,True,8504
A5A6EC6D,2023-09-18T14:31:37.2900000Z,exited,levels/repetiteur/niveau08.xml,,,,
A5A6EC6D,2023-09-18T14:33:41.3410000Z,launched,levels/blocklymaze/niveau06.xml,4 - selectionneur,[fr]niveau01[/fr][en]level01[/en],,
A5A6EC6D,2023-09-18T14:35:20.7430000Z,completed,,,,False,
A5A6EC6D,2023-09-18T14:35:29.5780000Z,exited,levels/blocklymaze/niveau06.xml,,,,
A5A6EC6D,2023-09-18T14:35:29.7440000Z,launched,levels/blocklymaze/niveau06.xml,4 - selectionneur,[fr]niveau01[/fr][en]level01[/en],,
A5A6EC6D,2023-09-18T14:37:04.7540000Z,completed,,,,True,4893
A5A6EC6D,2023-09-18T14:37:06.2710000Z,exited,levels/blocklymaze/niveau06.xml,,,,
A5A6EC6D,2023-09-18T14:37:06.4660000Z,launched,levels/infiltration/niveau14.xml,4 - selectionneur,[fr]niveau02[/fr][en]level02[/en],,
A5A6EC6D,2023-09-18T14:42:11.0870000Z,completed,,,,True,3999
A5A6EC6D,2023-09-18T14:42:58.1670000Z,exited,levels/infiltration/niveau14.xml,,,,
A5A6EC6D,2023-09-18T14:42:58.3420000Z,launched,levels/infiltration/niveau14.xml,4 - selectionneur,[fr]niveau02[/fr][en]level02[/en],,
A5A6EC6D,2023-09-18T14:43:20.7490000Z,completed,,,,True,4999
A5A6EC6D,2023-09-18T14:43:29.5830000Z,exited,levels/infiltration/niveau14.xml,,,,
A5A6EC6D,2023-09-18T14:43:29.7490000Z,launched,levels/infiltration/niveau15.xml,4 - selectionneur,[fr]niveau03[/fr][en]level03[/en],,
A5A6EC6D,2023-09-18T14:44:07.5390000Z,completed,,,,True,5833
A5A6EC6D,2023-09-18T14:44:15.0970000Z,exited,levels/infiltration/niveau15.xml,,,,
A5A6EC6D,2023-09-18T14:44:15.2710000Z,launched,levels/blocklymaze/niveau07.xml,4 - selectionneur,[fr]niveau04[/fr][en]level04[/en],,
A5A6EC6D,2023-09-18T14:57:46.7770000Z,completed,,,,True,4960
A5A6EC6D,2023-09-18T14:57:48.1950000Z,exited,levels/blocklymaze/niveau07.xml,,,,
A5A6EC6D,2023-09-18T14:57:48.3620000Z,launched,levels/blocklymaze/niveau08.xml,4 - selectionneur,[fr]niveau05[/fr][en]level05[/en],,
A5A6EC6D,2023-09-18T15:00:38.0290000Z,completed,,,,True,4109
A5A6EC6D,2023-09-18T15:00:41.5680000Z,exited,levels/blocklymaze/niveau08.xml,,,,
A5A6EC6D,2023-09-18T15:00:41.7440000Z,launched,levels/infiltration/niveau16.xml,4 - selectionneur,[fr]niveau06[/fr][en]level06[/en],,
A5A6EC6D,2023-09-18T15:02:04.4060000Z,completed,,,,True,4166
A5A6EC6D,2023-09-18T15:02:06.2790000Z,exited,levels/infiltration/niveau16.xml,,,,
A5A6EC6D,2023-09-18T15:02:06.5000000Z,launched,levels/infiltration/niveau20.xml,4 - selectionneur,[fr]niveau07[/fr][en]level07[/en],,
A5A6EC6D,2023-09-18T15:03:27.5920000Z,exited,levels/infiltration/niveau20.xml,,,,
A5A6EC6D,2023-09-18T15:03:27.8050000Z,launched,levels/infiltration/niveau20.xml,4 - selectionneur,[fr]niveau07[/fr][en]level07[/en],,
A5A6EC6D,2023-09-18T15:03:37.2920000Z,exited,levels/infiltration/niveau20.xml,,,,
A5A6EC6D,2023-09-18T15:04:31.7140000Z,launched,levels/repetiteur/niveau07.xml,3 - repetiteur,[fr]niveau08[/fr][en]level08[/en],,
A5A6EC6D,2023-09-18T15:05:22.9780000Z,completed,,,,False,
A5A6EC6D,2023-09-18T15:05:25.4870000Z,exited,levels/repetiteur/niveau07.xml,,,,
A5A6EC6D,2023-09-18T15:05:25.6690000Z,launched,levels/repetiteur/niveau07.xml,3 - repetiteur,[fr]niveau08[/fr][en]level08[/en],,
A5A6EC6D,2023-09-18T15:05:48.2640000Z,completed,,,,False,
A5A6EC6D,2023-09-18T15:05:55.3500000Z,exited,levels/repetiteur/niveau07.xml,,,,
A5A6EC6D,2023-09-18T15:05:55.5640000Z,launched,levels/repetiteur/niveau07.xml,3 - repetiteur,[fr]niveau08[/fr][en]level08[/en],,
A5A6EC6D,2023-09-18T15:06:33.3810000Z,completed,,,,True,9500
A5A6EC6D,2023-09-18T15:06:41.8630000Z,exited,levels/repetiteur/niveau07.xml,,,,
A5A6EC6D,2023-09-18T15:06:54.5610000Z,launched,levels/infiltration/niveau20.xml,4 - selectionneur,[fr]niveau07[/fr][en]level07[/en],,
A5A6EC6D,2023-09-18T15:08:15.7250000Z,completed,,,,True,4666
A5A6EC6D,2023-09-18T15:08:19.9240000Z,exited,levels/infiltration/niveau20.xml,,,,
A5A6EC6D,2023-09-18T15:08:20.1260000Z,launched,levels/selectionneur/niveau01.xml,4 - selectionneur,[fr]niveau08[/fr][en]level08[/en],,
A5A6EC6D,2023-09-18T15:09:58.7770000Z,completed,,,,True,4527
A5A6EC6D,2023-09-18T15:10:01.1850000Z,exited,levels/selectionneur/niveau01.xml,,,,
A5A6EC6D,2023-09-19T07:17:31.2350000Z,launched,levels/tutoriel/tutoriel.xml,0 - tutoriel,[fr]tutoriel[/fr][en]tutorial[/en],,
A5A6EC6D,2023-09-19T07:17:44.8980000Z,completed,,,,True,10500
A5A6EC6D,2023-09-21T13:00:33.1040000Z,launched,levels/explorateur/niveau03.xml,1 - explorateur,[fr]niveau03[/fr][en]level03[/en],,
A5A6EC6D,2023-09-21T13:16:48.5910000Z,exited,levels/explorateur/niveau03.xml,,,,
